state,state_code,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address,website,contact_page,facebook_url,twitter_url
South Dakota,SD,II,R000605,2288,N00035187,7455,,,,,senator,republican,Mike,,Rounds,,,MIKE ROWNDZ,male,white-american,roman-catholic,no,1954-10-24,2015-01-03,2021-01-03,"Mike Rounds, a Senator from South Dakota; born in Huron, Beadle County, S. Dak., October 24, 1954; B.S., South Dakota State University, 1977; insurance and real estate executive; member of the South Dakota state Senate 1991-2000, serving as majority leader 1995-2000; governor of South Dakota 2003-2011; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-5842,,38.892839,-77.004356,"502 Hart Senate Office Building, Washington, DC 20510",http://www.rounds.senate.gov,https://www.rounds.senate.gov/contact/email-mike,https://facebook.com/SenatorMikeRounds,https://twitter.com/SenatorRounds
Tennessee,TN,I,B001243,,N00003105,25186,S8TN00337,,Q458971,,senator,republican,Marsha,,Blackburn,,,MARR-shuh BLAK-bern,female,white-american,unspecified,no,1952-06-06,2019-01-03,2025-01-03,"Marsha Blackburn is a Republican member of the U.S. Senate from Tennessee. Blackburn was elected to the office on November 6, 2018. Blackburn is a member of the U.S. House of Representatives from the state of Tennessee, representing the 7th Congressional District. Blackburn was first elected in 2002.",202-224-3344,,38.892947,-77.075686,B40B Dirksen Senate Office Building Washington DC 20510,https://www.blackburn.senate.gov/,https://www.blackburn.senate.gov/,https://facebook.com/marshablackburn,https://twitter.com/MarshaBlackburn
Tennessee,TN,II,A000360,1695,N00009888,15691,,,,,senator,republican,Lamar,,Alexander,,,luh-MAR al-egg-ZAN-der,male,white-american,presbyterian,no,1940-07-03,2003-01-03,2021-01-03,"Lamar Alexander, a Senator from Tennessee; born in Maryville, Tennessee, on July 3, 1940; B.A., Vanderbilt University 1962; J.D., New York University Law School 1965; governor of Tennessee 1979-1987; chairman of the National Governors Association 1985-1986; U.S. secretary of education 1991-1993; elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; chair, Republican Conference (2008-2012); chair, Committee on Health, Education, Labor, and Pensions (One Hundred Fourteenth Congress).",202-224-4944,202-228-3398,38.892947,-77.075686,"455 Dirksen Senate Office Building, Washington, DC 20510",http://www.alexander.senate.gov,https://www.alexander.senate.gov/public/index.cfm?p=Email,https://facebook.com/senatorlamaralexander,https://twitter.com/SenAlexander
Texas,TX,II,C001056,1692,N00024852,15375,,,,,senate-majority-whip,republican,John,,Cornyn,,,JAHN KOR-nuhn,male,white-american,church-of-christ,no,1952-02-02,2002-12-01,2021-01-03,"John Cornyn, a Senator from Texas; born in Houston, Texas, on February 2, 1952; B.A., Trinity University 1973; J.D., St. Mary's School of Law 1977; LLM, University of Virginia 1995; attorney; Bexar County district court judge 1984-1990; Texas Supreme Court 1990-1997; Texas state attorney general 1999-2002; elected as a Republican to the U.S. Senate in 2002; subsequently appointed to the remainder of the term left vacant by the resignation of William Philip Gramm, and took the oath of office on December 2, 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; Republican Conference vice-chair (2007-2009); chair, National Republican Senatorial Committee (2009-2012); Republican party whip (2013-).",202-224-2934,713- 572-3777,38.892839,-77.004356,"517 Hart Senate Office Building, Washington, DC 20510",http://www.cornyn.senate.gov,https://www.cornyn.senate.gov/contact,https://facebook.com/Sen.JohnCornyn,https://twitter.com/JohnCornyn
Texas,TX,I,C001098,2175,N00033085,135705,,,,,senator,republican,Ted,,Cruz,,,TED KROOZ,male,hispanic-american,southern-baptist,no,1970-12-22,2013-01-03,2019-01-03,"Ted Cruz, a Senator from Texas; born in Calgary, Alberta, Canada, December 22, 1970; graduated Princeton University, B.A., 1992; graduated Harvard University, J.D., 1995; law clerk to Chief Justice of the United States William Rehnquist; associate deputy attorney general, U.S. Department of Justice; Director of the Office of Policy Planning, Federal Trade Commission; solicitor general of Texas 2003-2008; lawyer; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5922,,38.892542,-77.007415,"404 Russell Senate Office Building, Washington, DC 20510",http://www.cruz.senate.gov,https://www.cruz.senate.gov/?p=email_senator,https://facebook.com/SenatorTedCruz,https://twitter.com/SenTedCruz
Utah,UT,III,L000577,2080,N00031696,66395,,,,,senator,republican,Mike,,Lee,,,MIKE LEE,male,white-american,mormon,no,1971-06-04,2011-01-03,2023-01-03,"Mike Lee, a Senator from Utah; born in Mesa, Ariz., June 4, 1971; graduated Brigham Young University, B.A., 1994; graduated Brigham Young University, J.D., 1997; law clerk to 3rd Circuit Court of Appeals Justice Samuel Alito 1998; lawyer; assistant U.S. attorney 2002-2005; counsel to Utah Governor John Huntsman 2005-2006; law clerk to United States Supreme Court Justice Samuel Alito 2006-2007; lawyer; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.",202-224-5444,,38.892542,-77.007415,"361A Russell Senate Office Building, Washington, DC 20510",http://www.lee.senate.gov,https://www.lee.senate.gov/public/index.cfm/contact,https://facebook.com/senatormikelee,https://twitter.com/SenMikeLee
Utah,UT,I,R000615,,N00000286,21942,S4MA00143,,Q4496,,senator,republican,Mitt,,Romney,,,MIT RAWM-nee,male,white-american,mormon,no,1947-03-12,2019-01-03,2025-01-03,"Mitt Romney is a Republican member of the U.S. Senate from Utah. Romney was elected to the office on November 6, 2018. Romney was the 2012 Republican nominee for President of the United States. He served as Governor of Massachusetts from January 2, 2003 to January 4, 2007.",202-224-5251,,38.892542,-77.007415,B33 Russell Senate Office Building Washington DC 20510,https://www.romney.senate.gov/,https://www.romney.senate.gov/,https://facebook.com/senatorromney,https://twitter.com/SenatorRomney
Virginia,VA,II,W000805,1897,N00002097,535,,,,,senator,democrat,Mark,,Warner,,,MARK WAR-ner,male,white-american,presbyterian,no,1954-12-15,2009-01-03,2021-01-03,"Mark Warner, a Senator from Virginia; born in Indianapolis, Ind., December 15, 1954; B.A., George Washington University, 1977; J.D., Harvard Law School, 1980; worked on the staff of Senator Christopher Dodd; engaged in the high-technology business; co-founded the company that became Nextel; Virginia Democratic Party Chairman, 1993-1995; unsuccessful candidate for election to the United States Senate in 1996; Governor of Virginia, 2002-2006; chairman of the National Governors Association 2004-2005; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.",202-224-2023,,38.892542,-77.007415,"475 Russell Senate Office Building, Washington, DC 20510",http://www.warner.senate.gov,https://www.warner.senate.gov/public/index.cfm?p=Contact,https://facebook.com/MarkRWarner,https://twitter.com/MarkWarner
Virginia,VA,I,K000384,2176,N00033177,50772,,,,,senator,democrat,Tim,,Kaine,,,TIM KANE,male,white-american,roman-catholic,no,1958-02-26,2013-01-03,2019-01-03,"Timothy Kaine, a Senator from Virginia; born in St. Paul, Minn., February 26, 1958; graduated University of Missouri, B.A., 1979; graduated Harvard University, J.D., 1983; lawyer; Richmond City Council 1994-1998; mayor of Richmond, Va., 1998-2001; lieutenant governor of Virginia 2002-2006; governor of Virginia 2006-2010; chairman of the Democratic National Committee 2009-2011; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-4024,202-228-6363,38.892542,-77.007415,"231 Russell Senate Office Building, Washington, DC 20510",http://www.kaine.senate.gov,https://www.kaine.senate.gov/contact,https://facebook.com/SenatorKaine,https://twitter.com/timkaine
Vermont,VT,I,S000033,1010,N00000528,27110,,,,,senator,independent,Bernard,,Sanders,,Bernie,BER-nee SAN-durz,male,white-american,jewish,no,1941-09-08,2007-01-03,2019-01-03,"Bernard Sanders, a Senator and a Representative from Vermont; born in Brooklyn, Kings County, N.Y., September 8, 1941; graduated from Madison High School, Brooklyn, N.Y.; B.S., University of Chicago, Chicago, Ill., 1964; Faculty, Harvard University, Cambridge, Mass., 1989; faculty, Hamilton College, Clinton, N.Y., 1990; carpenter; journalist; unsuccessful independent candidate for election to the United States Senate in 1972 and 1974; unsuccessful independent candidate for election for governor of Vermont in 1972, 1976 and 1986; mayor of Burlington, Vt., 1981-1989; unsuccessful independent candidate to the One Hundred First Congress in 1988; elected as an Independent to the One Hundred Second and to the seven succeeding Congresses (January 3, 1991-January 3, 2007); was not a candidate for reelection to the House of Representatives but was elected as an Independent to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Veterans Affairs (One Hundred Thirteenth Congress).",202-224-5141,202-228-0776,38.892542,-77.007415,"332 Dirksen Senate Office Building, Washington, DC 20510",http://www.sanders.senate.gov,https://www.sanders.senate.gov/contact/,https://facebook.com/senatorsanders,https://twitter.com/SenSanders
Vermont,VT,III,L000174,1383,N00009918,53353,,,,,senator,democrat,Patrick,J.,Leahy,,,PAT-truck LAY-hee,male,white-american,roman-catholic,no,1940-03-31,1975-01-03,2023-01-03,"Patrick Leahy, a Senator from Vermont; born in Montpelier, Washington County, Vt., March 31, 1940; graduated, St. Michael's College, Winooski, Vt., 1961; received J.D. degree from Georgetown University 1964; admitted to the Vermont bar in 1964 and commenced practice in Burlington; State's attorney, Chittenden County, Vt., 1966-1974; elected as a Democrat to the United States Senate in 1974; reelected in 1980, 1986, 1992,1998, 2004 and again in 2010 for the term ending January 3, 2017; President pro tempore (December 17, 2012-January 3, 2015); chair, Committee on Agriculture, Nutrition and Forestry (One Hundredth through One Hundred Third Congresses), Committee on the Judiciary (One Hundred Seventh Congress [January 3-20, 2001; June 6, 2001-January 3, 2003], One Hundred Tenth to One Hundred Thirteenth Congresses).",202-224-4242,,38.892542,-77.007415,"437 Russell Senate Office Building, Washington, DC 20510",http://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,https://facebook.com/SenatorPatrickLeahy,https://twitter.com/SenatorLeahy
Washington,WA,I,C000127,172,N00007836,27122,,,,,senator,democrat,Maria,,Cantwell,,,muh-REE-uh KANT-well,female,white-american,roman-catholic,no,1958-10-13,2001-01-03,2019-01-03,"Maria Cantwell, a Senator and a Representative from Washington; born in Indianapolis, Ind., October 13, 1958; attended public schools in Indianapolis; B.A., Miami University of Ohio 1980; pursued an academic course at the Miami University European Center, Luxembourg; public relations consultant; Washington State Representative 1987-1993; elected as a Democrat to the 103rd Congress (January 3, 1993-January 3, 1995); unsuccessful candidate for reelection to the 104th Congress; elected as a Democrat to the U.S. Senate on November 7, 2000, for the term commencing January 3, 2001; reelected in 2006 and again in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Small Business and Entrepreneurship (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]).",202-224-3441,202-228-0514,38.892839,-77.004356,"511 Hart Senate Office Building, Washington, DC 20510",http://www.cantwell.senate.gov,https://www.cantwell.senate.gov/public/index.cfm/email-maria,https://facebook.com/senatorcantwell,https://twitter.com/SenatorCantwell
Washington,WA,III,M001111,1409,N00007876,53358,,,,,senator,democrat,Patty,,Murray,,,PATT-ee MER-ee,female,white-american,roman-catholic,no,1950-10-11,1993-01-03,2023-01-03,"Patty Murray, a Senator from Washington; born in Seattle, King County, Wash., October 11, 1950; graduated, Washington State University 1972; education volunteer 1977-1984; instructor, Shoreline Community College, Shoreline, Wash., 1984-1987; citizen lobbyist for environmental and educational issues 1983-1988; Member, board of directors, Shoreline School District 1985-1989, serving as president and legislative representative for two terms; member, Washington state Senate 1988-1992, Democratic whip 1990-1992; elected as a Democrat to the United States Senate in 1992; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chairwoman, Democratic Senatorial Campaign Committee (2001-2003, 2011-2013), Committee on Veterans Affairs (One Hundred Twelfth Congress), Committee on the Budget (One Hundred Thirteenth Congress); Democratic Conference secretary (2007-).",202-224-2621,202-224-0238,38.892542,-77.007415,"154 Russell Senate Office Building, Washington, DC 20510",http://www.murray.senate.gov,https://www.murray.senate.gov/public/index.cfm/contactme,https://facebook.com/pattymurray,https://twitter.com/PattyMurray
Wisconsin,WI,III,J000293,2086,N00032546,126217,,,,,senator,republican,Ron,,Johnson,,,RAHN JAHN-suhn,male,white-american,lutheran,no,1955-04-08,2011-01-03,2023-01-03,"Ron Johnson, a Senator from Wisconsin; born on April 8, 1955, in Mankato, Minn.; graduated University of Minnesota, B.S., 1977; studied business administration, University of Minnesota, 1977-1979; plastics manufacturer; accountant; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; chair, Committee on Homeland Security and Governmental Affairs (One Hundred Fourteenth Congress).",202-224-5323,202-228-6965,38.892839,-77.004356,"328 Hart Senate Office Building, Washington, DC 20510",http://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,https://facebook.com/senronjohnson,https://twitter.com/SenRonJohnson
Wisconsin,WI,I,B001230,1558,N00004367,3470,,,,,senator,democrat,Tammy,,Baldwin,,,TAMM-ee BAWLD-wuhn,female,white-american,unspecified,no,1962-02-11,2013-01-03,2019-01-03,"Tammy Baldwin, a Senator and a Representative from Wisconsin; born in Madison, Dane County, Wis., February 11, 1962; graduated from Madison West High School, Madison, Wis., 1980; A.B., Smith College, Northampton, Mass., 1984; J.D., University of Wisconsin Law School, Madison, Wis., 1989; lawyer, private practice; Dane County, Wis., board of supervisors, 1986-1994; member of the Wisconsin state assembly, 1993-1999; elected as a Democrat to the One Hundred Sixth and to the six succeeding Congresses (January 3, 1999-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.",202-224-5653,,38.892839,-77.004356,"717 Hart Senate Office Building, Washington, DC 20510",http://www.baldwin.senate.gov,https://www.baldwin.senate.gov/feedback,https://facebook.com/senatortammybaldwin,https://twitter.com/tammybaldwin
West Virginia,WV,I,M001183,1983,N00032838,7547,,,,,senator,democrat,Joe,,Manchin,III,,JOH MAN-chuhn,male,white-american,roman-catholic,no,1947-08-24,2010-11-15,2019-01-03,"Joe Manchin, a Senator from West Virginia; born August 24, 1947, in Farmington, Marion County, West Virginia; graduated Farmington High School, Farmington, WV, 1965; B.A., West Virginia University, 1970; businessman; member of the West Virginia house of delegates 1982-1986; member of the West Virginia state Senate 1986-1996; unsuccessful candidate for the Democratic gubernatorial nomination in 1996; Secretary of State, West Virginia 2000-2004; elected governor of West Virginia in 2004 and reelected in 2008; chairman of the National Governors Association 2010; elected as a Democrat to the U.S. Senate in a special election on November 2, 2010, to fill the vacancy caused by the death of Robert C. Byrd, a seat subsequently held by appointed Senator Carte Goodwin, and took the oath of office on November 15, 2010; reelected in 2012 for the term ending January 3, 2019.",202-224-3954,202-228-0002,38.892839,-77.004356,"306 Hart Senate Office Building, Washington, DC 20510",http://www.manchin.senate.gov,https://www.manchin.senate.gov/public/index.cfm/contact-form,https://facebook.com/JoeManchinIII,https://twitter.com/Sen_JoeManchin
West Virginia,WV,II,C001047,1676,N00009771,11701,,,,,senator,republican,Shelley,Moore,Capito,,,SHELL-ee MORE CAP-it-oh,female,white-american,presbyterian,no,1953-11-26,2015-01-03,2021-01-03,"Shelley Capito (daughter of Arch Alfred Moore, Jr.), a Senator and a Representative from West Virginia; born in Glendale, Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., 1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college counselor; Member, West Virginia state house of representatives, 1997-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.",202-224-6472,,38.892542,-77.007415,"172 Russell Senate Office Building, Washington, DC 20510",http://www.capito.senate.gov,https://www.capito.senate.gov/contact/contact-shelley,https://facebook.com/senshelley,https://twitter.com/SenCapito
Wyoming,WY,I,B001261,1881,N00006236,52662,,,,,senator,republican,John,,Barrasso,,,JAHN buh-RASS-oh,male,white-american,presbyterian,no,1952-07-21,2007-06-25,2019-01-03,"John Barrasso, a Senator from Wyoming; born on July 21, 1952, in Reading, Penn.; graduated Georgetown University, Washington, D.C., B.S. 1974; graduated Georgetown University School of Medicine, M.D. 1978; residency at Yale Medical School, New Haven, Conn.; orthopedic surgeon, private practice; chief of staff of the Wyoming Medical Center, Casper, Wyo.; Wyoming State Senate 2002-2007; appointed to the United States Senate on June 22, 2007, to fill the vacancy caused by the death of Craig L. Thomas; took the oath of office on June 25, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; vice-chair, Republican Conference (2010-2012); chair, Republican Policy Committee (2012-); chair, Committee on Indian Affairs (One Hundred Fourteenth Congress).",202-224-6441,202-224-1724,38.892542,-77.007415,"307 Dirksen Senate Office Building, Washington, DC 20510",http://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/index.cfm/contact-form,https://facebook.com/johnbarrasso/,https://twitter.com/SenJohnBarrasso
Wyoming,WY,II,E000285,1542,N00006249,558,,,,,senator,republican,Michael,B.,Enzi,,Mike,MIKE EN-zee,male,white-american,presbyterian,no,1944-02-01,1997-01-03,2021-01-03,"Michael Enzi, a Senator from Wyoming; born in Bremerton, Wash., February 1, 1944; attended public schools of Thermopolis and Sheridan, Wyo.; graduated, Sheridan High School 1962; received degree in accounting, George Washington University 1966; M.B.A. in retail marketing from Denver University 1968; served in Wyoming National Guard 1967-73; owned and operated family shoe stores in Gillette and Sheridan, Wyo., and Miles City, Mont.; Accountant; Certified Professional in Human Resources, 1993-present; Mayor of Gillette 1975-1982; Member, Wyoming house of representatives 1987-1991; Member, Wyoming state Senate 1991-1996; Commissioner, Western Interstate Commission for Higher Education 1995-1996; elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Chair, Committee on Health, Education, Labor, and Pensions (One Hundred Ninth Congress), Committee on Budget (One Hundred Fourteenth Congress).",202-224-3424,202-228-0359,38.892542,-77.007415,"379A Russell Senate Office Building, Washington, DC 20510",http://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/e-mail-senator-enzi,https://facebook.com/mikeenzi,https://twitter.com/SenatorEnzi
